,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,nibrs_start_date,ori,region_desc,region_name,state_abbr,state_name
TX0910500,Van Alstyne Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0910500,Region III,South,TX,Texas
TX0220100,Alpine Police Department,City,BREWSTER,West South Central,29.808997,-103.252458,False,,TX0220100,Region III,South,TX,Texas
TX2120800,Tyler Junior College,University or College,SMITH,West South Central,32.375106,-95.268743,True,07/01/2011,TX2120800,Region III,South,TX,Texas
TX0540000,Crosby County Sheriff's Office,County,CROSBY,West South Central,33.65887,-101.23943,False,03/01/2018,TX0540000,Region III,South,TX,Texas
TX2205000,Hospital District: Tarrant County,Other,TARRANT,West South Central,32.72811,-97.32642,True,10/01/2016,TX2205000,Region III,South,TX,Texas
TX0380000,Childress County Sheriff's Office,County,CHILDRESS,West South Central,34.529337,-100.208336,False,,TX0380000,Region III,South,TX,Texas
TX2462500,Jarrell Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2462500,Region III,South,TX,Texas
TX1510000,Loving County Sheriff's Office,County,LOVING,West South Central,31.844936,-103.561229,False,,TX1510000,Region III,South,TX,Texas
TX0770100,Floydada Police Department,City,FLOYD,West South Central,33.986713,-101.33514,False,,TX0770100,Region III,South,TX,Texas
TX0930100,Navasota Police Department,City,GRIMES,West South Central,30.543231,-95.988082,False,02/01/2018,TX0930100,Region III,South,TX,Texas
TX1350000,King County Sheriff's Office,County,KING,West South Central,33.614159,-100.250548,False,,TX1350000,Region III,South,TX,Texas
TX0200500,Freeport Police Department,City,BRAZORIA,West South Central,28.960672,-95.37389,False,01/01/2018,TX0200500,Region III,South,TX,Texas
TX2320000,Uvalde County Sheriff's Office,County,UVALDE,West South Central,29.211359,-99.78582,False,,TX2320000,Region III,South,TX,Texas
TX0613700,Bartonville Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0613700,Region III,South,TX,Texas
TX0311000,Santa Rosa Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,,TX0311000,Region III,South,TX,Texas
TX2121900,Independent School District: Tyler,Other,SMITH,West South Central,32.375106,-95.268743,False,,TX2121900,Region III,South,TX,Texas
TX1880200,Amarillo College,University or College,POTTER,West South Central,35.398675,-101.893804,False,,TX1880200,Region III,South,TX,Texas
TX0142300,Texas A&M University: Central Texas,University or College,BELL,West South Central,,,False,,TX0142300,Region III,South,TX,Texas
TX2080000,Scurry County Sheriff's Office,County,SCURRY,West South Central,32.71602,-100.91133,False,,TX2080000,Region III,South,TX,Texas
TX1980000,Robertson County Sheriff's Office,County,ROBERTSON,West South Central,31.025481,-96.514941,True,05/01/2017,TX1980000,Region III,South,TX,Texas
TX1190000,Jack County Sheriff's Office,County,JACK,West South Central,33.23241,-98.171884,False,,TX1190000,Region III,South,TX,Texas
TX2380100,Monahans Police Department,City,WARD,West South Central,31.594904,-102.89081,False,,TX2380100,Region III,South,TX,Texas
TX1890000,Presidio County Sheriff's Office,County,PRESIDIO,West South Central,30.005891,-104.261619,False,,TX1890000,Region III,South,TX,Texas
TX2400000,Webb County Sheriff's Office,County,WEBB,West South Central,27.770584,-99.326641,False,,TX2400000,Region III,South,TX,Texas
TX0290000,Calhoun County Sheriff's Office,County,CALHOUN,West South Central,28.445366,-96.5833,True,01/01/2017,TX0290000,Region III,South,TX,Texas
TX2230000,Terry County Sheriff's Office,County,TERRY,West South Central,33.171229,-102.339284,False,,TX2230000,Region III,South,TX,Texas
TX2051700,Lake City Police Department,City,SAN PATRICIO,West South Central,28.011786,-97.517162,True,07/01/2015,TX2051700,Region III,South,TX,Texas
TX0152100,Alamo Community College District,University or College,BEXAR,West South Central,29.448671,-98.520147,False,,TX0152100,Region III,South,TX,Texas
TX1870400,Corrigan Police Department,City,POLK,West South Central,30.998257,-94.82628,True,07/01/2017,TX1870400,Region III,South,TX,Texas
TX1420000,La Salle County Sheriff's Office,County,LA SALLE,West South Central,28.351098,-99.096774,False,,TX1420000,Region III,South,TX,Texas
TX0450200,Eagle Lake Police Department,City,COLORADO,West South Central,29.595991,-96.508433,False,,TX0450200,Region III,South,TX,Texas
TX1810300,Pinehurst Police Department,City,ORANGE,West South Central,30.104055,-93.77531,False,,TX1810300,Region III,South,TX,Texas
TX1012700,Katy Police Department,City,WALLER; FORT BEND; HARRIS,West South Central,29.80157,-95.81696,True,01/01/1999,TX1012700,Region III,South,TX,Texas
TX2460100,Florence Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2460100,Region III,South,TX,Texas
TX1270000,Jones County Sheriff's Office,County,JONES,West South Central,32.743709,-99.87443,False,,TX1270000,Region III,South,TX,Texas
TX0280200,Luling Police Department,City,GUADALUPE; CALDWELL,West South Central,29.681171,-97.65398,False,,TX0280200,Region III,South,TX,Texas
TX0313400,Port of Brownsville,Other,CAMERON,West South Central,26.102923,-97.478958,False,,TX0313400,Region III,South,TX,Texas
TX1090200,Hubbard Police Department,City,HILL,West South Central,31.982681,-97.130668,False,,TX1090200,Region III,South,TX,Texas
TX1080400,Edinburg Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1080400,Region III,South,TX,Texas
TX0670500,Rising Star Police Department,City,EASTLAND,West South Central,32.324645,-98.83656,False,,TX0670500,Region III,South,TX,Texas
TX1650100,Midland Police Department,City,MIDLAND,West South Central,32.002758,-102.07577,False,,TX1650100,Region III,South,TX,Texas
TX0431700,Melissa Police Department,City,COLLIN,West South Central,33.194745,-96.579846,False,08/01/2018,TX0431700,Region III,South,TX,Texas
TX0202700,Jones Creek Police Department,City,BRAZORIA,West South Central,28.967339,-95.46131,False,,TX0202700,Region III,South,TX,Texas
TX1260200,Burleson Police Department,City,TARRANT; JOHNSON,West South Central,32.542843,-97.32428,False,,TX1260200,Region III,South,TX,Texas
TX0460000,Comal County Sheriff's Office,County,COMAL,West South Central,29.681768,-98.15045,False,,TX0460000,Region III,South,TX,Texas
TX0611500,The Colony Police Department,City,DENTON,West South Central,33.098576,-96.88014,True,01/01/2008,TX0611500,Region III,South,TX,Texas
TX1522000,Lubbock Christian University,University or College,,West South Central,,,False,,TX1522000,Region III,South,TX,Texas
TX2270900,Pflugerville Police Department,City,WILLIAMSON; TRAVIS,West South Central,30.239513,-97.69127,True,09/01/2017,TX2270900,Region III,South,TX,Texas
TX2430700,Midwestern State University,University or College,WICHITA,West South Central,33.877552,-98.51852,False,,TX2430700,Region III,South,TX,Texas
TX0190800,Hooks Police Department,City,BOWIE,West South Central,33.446051,-94.422375,False,,TX0190800,Region III,South,TX,Texas
TX1290900,Crandall Police Department,City,KAUFMAN,West South Central,32.598944,-96.288378,False,,TX1290900,Region III,South,TX,Texas
TX0300300,Clyde Police Department,City,CALLAHAN,West South Central,32.29315,-99.372249,False,,TX0300300,Region III,South,TX,Texas
TX0140300,Harker Heights Police Department,City,BELL,West South Central,31.042303,-97.481374,False,,TX0140300,Region III,South,TX,Texas
TX2050800,Gregory Police Department,City,SAN PATRICIO,West South Central,28.011786,-97.517162,False,,TX2050800,Region III,South,TX,Texas
TX0000000,Department of Public Safety,Other State Agency,,West South Central,30.239513,-97.69127,False,,TX0000000,Region III,South,TX,Texas
TX1100100,Levelland Police Department,City,HOCKLEY,West South Central,33.57934,-102.37784,False,10/01/2018,TX1100100,Region III,South,TX,Texas
TX1400400,Olton Police Department,City,LAMB,West South Central,34.068861,-102.348018,False,,TX1400400,Region III,South,TX,Texas
TX1016000,Independent School District: Klein,Other,HARRIS,West South Central,30.04779,-95.53231,False,,TX1016000,Region III,South,TX,Texas
TX1630900,Lacoste Police Department,City,MEDINA,West South Central,29.353661,-99.111085,False,,TX1630900,Region III,South,TX,Texas
TX1550500,Lacy-Lakeview Police Department,City,MCLENNAN,West South Central,31.62393,-97.10311,True,01/01/2016,TX1550500,Region III,South,TX,Texas
TX0711100,El Paso Community College,University or College,EL PASO,West South Central,31.766403,-106.24139,False,,TX0711100,Region III,South,TX,Texas
TX0210100,Bryan Police Department,City,BRAZOS,West South Central,30.656725,-96.302389,False,,TX0210100,Region III,South,TX,Texas
TX1500000,Llano County Sheriff's Office,County,LLANO,West South Central,30.707584,-98.68469,False,,TX1500000,Region III,South,TX,Texas
TX0910300,Pottsboro Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0910300,Region III,South,TX,Texas
TX1200100,Edna Police Department,City,JACKSON,West South Central,28.975735,-96.64819,True,11/01/2011,TX1200100,Region III,South,TX,Texas
TX0530000,Crockett County Sheriff's Office,County,CROCKETT,West South Central,30.717532,-101.404211,False,07/01/2018,TX0530000,Region III,South,TX,Texas
TX0151200,Shavano Park Police Department,City,BEXAR,West South Central,29.448671,-98.520147,False,,TX0151200,Region III,South,TX,Texas
TX2210800,Tye Police Department,City,TAYLOR,West South Central,32.295054,-99.893644,False,03/01/2018,TX2210800,Region III,South,TX,Texas
TX1081500,La Joya Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1081500,Region III,South,TX,Texas
TX0700200,Ferris Police Department,City,DALLAS; ELLIS,West South Central,32.534283,-96.666824,False,,TX0700200,Region III,South,TX,Texas
TX0430800,Wylie Police Department,City,DALLAS; ROCKWALL; COLLIN,West South Central,33.02303,-96.51876,True,12/01/2006,TX0430800,Region III,South,TX,Texas
TX0310100,Brownsville Police Department,City,CAMERON,West South Central,25.90872,-97.49824,False,,TX0310100,Region III,South,TX,Texas
TX2150000,Stephens County Sheriff's Office,County,STEPHENS,West South Central,32.755444,-98.903915,False,08/01/2018,TX2150000,Region III,South,TX,Texas
TX2370700,Hempstead Police Department,City,WALLER,West South Central,30.013578,-95.982102,True,01/01/2017,TX2370700,Region III,South,TX,Texas
TX1000900,Lumberton Police Department,City,HARDIN,West South Central,30.265972,-94.19866,True,08/01/2010,TX1000900,Region III,South,TX,Texas
TX1570100,Madisonville Police Department,City,MADISON,West South Central,30.966878,-95.930372,True,12/01/2016,TX1570100,Region III,South,TX,Texas
TX0710000,El Paso County Sheriff's Office,County,EL PASO,West South Central,31.766403,-106.24139,False,,TX0710000,Region III,South,TX,Texas
TX1551600,McLennan Community College,University or College,MCLENNAN,West South Central,31.591955,-97.17414,True,07/01/2017,TX1551600,Region III,South,TX,Texas
TX2330000,Val Verde County Sheriff's Office,County,VAL VERDE,West South Central,29.884961,-101.146646,False,,TX2330000,Region III,South,TX,Texas
TX0150100,Alamo Heights Police Department,City,BEXAR,West South Central,29.448671,-98.520147,False,,TX0150100,Region III,South,TX,Texas
TX2140200,Rio Grande City Police Department,City,STARR,West South Central,26.546335,-98.715803,False,,TX2140200,Region III,South,TX,Texas
TX2540100,Crystal City Police Department,City,ZAVALA,West South Central,28.678623,-99.82837,False,,TX2540100,Region III,South,TX,Texas
TX0200300,Clute Police Department,City,BRAZORIA,West South Central,29.02107,-95.4045,False,,TX0200300,Region III,South,TX,Texas
TX0613900,Northlake Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,10/01/2018,TX0613900,Region III,South,TX,Texas
TX0370000,Cherokee County Sheriff's Office,County,CHEROKEE,West South Central,31.806877,-95.15124,False,01/01/2018,TX0370000,Region III,South,TX,Texas
TX1910100,Canyon Police Department,City,RANDALL,West South Central,34.98086,-101.92753,True,09/01/2016,TX1910100,Region III,South,TX,Texas
TX2320200,Sabinal Police Department,City,UVALDE,West South Central,29.35034,-99.761074,False,,TX2320200,Region III,South,TX,Texas
TX2090000,Shackelford County Sheriff's Office,County,SHACKELFORD,West South Central,32.74382,-99.347005,False,,TX2090000,Region III,South,TX,Texas
TX1970000,Roberts County Sheriff's Office,County,ROBERTS,West South Central,35.836216,-100.807555,False,,TX1970000,Region III,South,TX,Texas
TX1750100,Corsicana Police Department,City,NAVARRO,West South Central,32.093422,-96.466545,False,,TX1750100,Region III,South,TX,Texas
TX1011800,Shoreacres Police Department,City,HARRIS,West South Central,29.857273,-95.393037,False,,TX1011800,Region III,South,TX,Texas
TX0470000,Comanche County Sheriff's Office,County,COMANCHE,West South Central,31.911995,-98.60174,False,,TX0470000,Region III,South,TX,Texas
TX2160000,Sterling County Sheriff's Office,County,STERLING,West South Central,31.835774,-101.054911,False,06/01/2018,TX2160000,Region III,South,TX,Texas
TX0312500,Palm Valley Police Department,City,CAMERON,West South Central,26.177607,-97.75787,False,,TX0312500,Region III,South,TX,Texas
TX1580100,Jefferson Police Department,City,MARION,West South Central,32.756817,-94.34427,False,,TX1580100,Region III,South,TX,Texas
TX0201400,West Columbia Police Department,City,BRAZORIA,West South Central,29.142834,-95.645615,True,03/01/2017,TX0201400,Region III,South,TX,Texas
TX0612800,Hickory Creek Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0612800,Region III,South,TX,Texas
TX2470100,Floresville Police Department,City,WILSON,West South Central,29.132193,-98.15976,False,11/01/2018,TX2470100,Region III,South,TX,Texas
TX1810100,Bridge City Police Department,City,ORANGE,West South Central,30.120918,-93.893358,False,,TX1810100,Region III,South,TX,Texas
TX1430000,Lavaca County Sheriff's Office,County,LAVACA,West South Central,29.382578,-96.923633,True,01/01/2012,TX1430000,Region III,South,TX,Texas
TX0840300,Friendswood Police Department,City,HARRIS; GALVESTON,West South Central,29.228364,-94.895428,False,,TX0840300,Region III,South,TX,Texas
TX1073000,Independent School District:,Other,HENDERSON,West South Central,,,False,,TX1073000,Region III,South,TX,Texas
TX0290200,Port Lavaca Police Department,City,CALHOUN,West South Central,28.616196,-96.626144,True,01/01/1999,TX0290200,Region III,South,TX,Texas
TX1600000,Mason County Sheriff's Office,County,MASON,West South Central,30.703232,-99.237608,False,,TX1600000,Region III,South,TX,Texas
TX1017100,Independent School District: Spring,Other,HARRIS,West South Central,30.005798,-95.42867,False,10/01/2018,TX1017100,Region III,South,TX,Texas
TX1012900,University of Texas: Houston,University or College,HARRIS,West South Central,29.857273,-95.393037,False,,TX1012900,Region III,South,TX,Texas
TX2203000,Keller Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2203000,Region III,South,TX,Texas
TX2460300,Granger Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2460300,Region III,South,TX,Texas
TX0712200,Independent School District: Socorro,Other,EL PASO,West South Central,31.62441,-106.26337,False,,TX0712200,Region III,South,TX,Texas
TX1250200,Premont Police Department,City,JIM WELLS,West South Central,27.733516,-98.090814,False,,TX1250200,Region III,South,TX,Texas
TX1080200,Donna Police Department,City,HIDALGO,West South Central,26.168982,-98.05338,True,04/01/2017,TX1080200,Region III,South,TX,Texas
TX0152300,Somerset Police Department,City,BEXAR,West South Central,29.448671,-98.520147,False,,TX0152300,Region III,South,TX,Texas
TX1090000,Hill County Sheriff's Office,County,HILL,West South Central,31.982681,-97.130668,False,06/01/2018,TX1090000,Region III,South,TX,Texas
TX0670300,Gorman Police Department,City,EASTLAND,West South Central,32.324645,-98.83656,False,,TX0670300,Region III,South,TX,Texas
TX1040100,Haskell Police Department,City,HASKELL,West South Central,33.175965,-99.730773,False,,TX1040100,Region III,South,TX,Texas
TX0431900,Parker Police Department,City,COLLIN,West South Central,33.055317,-96.62177,False,,TX0431900,Region III,South,TX,Texas
TX0575100,Baylor Health Care System,University or College,DALLAS,West South Central,32.766987,-96.778424,False,,TX0575100,Region III,South,TX,Texas
TX1260000,Johnson County Sheriff's Office,County,JOHNSON,West South Central,32.372623,-97.388985,False,,TX1260000,Region III,South,TX,Texas
TX1410800,Kempner Police Department,City,LAMPASAS,West South Central,31.196731,-98.240889,False,,TX1410800,Region III,South,TX,Texas
TX1781500,Texas A&M University: Corpus Christi,University or College,NUECES,West South Central,27.738129,-97.518441,False,,TX1781500,Region III,South,TX,Texas
TX0711300,Independent School District: El Paso,Other,EL PASO,West South Central,31.766403,-106.24139,False,,TX0711300,Region III,South,TX,Texas
TX0140500,Nolanville Police Department,City,BELL,West South Central,31.042303,-97.481374,False,,TX0140500,Region III,South,TX,Texas
TX0671200,Cisco College,University or College,EASTLAND,West South Central,,,False,,TX0671200,Region III,South,TX,Texas
TX0430200,Celina Police Department,City,COLLIN,West South Central,33.323864,-96.78055,False,08/01/2018,TX0430200,Region III,South,TX,Texas
TX2430500,Wichita Falls Police Department,City,WICHITA,West South Central,33.908684,-98.50251,False,,TX2430500,Region III,South,TX,Texas
TX0570500,Cedar Hill Police Department,City,ELLIS; DALLAS,West South Central,32.766987,-96.778424,False,,TX0570500,Region III,South,TX,Texas
TX0520000,Crane County Sheriff's Office,County,CRANE,West South Central,31.422796,-102.487774,False,11/01/2018,TX0520000,Region III,South,TX,Texas
TX1070400,Trinity Valley Community College,University or College,,West South Central,,,False,09/01/2018,TX1070400,Region III,South,TX,Texas
TX1160200,Commerce Police Department,City,HUNT,West South Central,33.249092,-95.898285,False,,TX1160200,Region III,South,TX,Texas
TX2200400,Benbrook Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2200400,Region III,South,TX,Texas
TX2220000,Terrell County Sheriff's Office,County,TERRELL,West South Central,30.232332,-102.072539,False,,TX2220000,Region III,South,TX,Texas
TX0660300,Freer Police Department,City,DUVAL,West South Central,27.681123,-98.497393,False,,TX0660300,Region III,South,TX,Texas
TX1630300,Hondo Police Department,City,MEDINA,West South Central,29.350279,-99.1408,False,,TX1630300,Region III,South,TX,Texas
TX0700400,Italy Police Department,City,ELLIS,West South Central,32.347294,-96.798231,False,,TX0700400,Region III,South,TX,Texas
TX0151400,Universal City Police Department,City,BEXAR,West South Central,29.560911,-98.31195,False,,TX0151400,Region III,South,TX,Texas
TX0010000,Anderson County Sheriff's Office,County,ANDERSON,West South Central,31.765324,-95.61932,False,,TX0010000,Region III,South,TX,Texas
TX1720100,Daingerfield Police Department,City,MORRIS,West South Central,33.03271,-94.722046,False,,TX1720100,Region III,South,TX,Texas
TX0610600,Lewisville Police Department,City,DALLAS; DENTON,West South Central,33.205005,-97.119046,True,01/01/2002,TX0610600,Region III,South,TX,Texas
TX0440000,Collingsworth County Sheriff's Office,County,COLLINGSWORTH,West South Central,34.856037,-100.210915,False,,TX0440000,Region III,South,TX,Texas
TX2300000,Upshur County Sheriff's Office,County,UPSHUR,West South Central,32.731873,-94.94446,False,,TX2300000,Region III,South,TX,Texas
TX1000300,Sour Lake Police Department,City,HARDIN,West South Central,30.329612,-94.393149,False,,TX1000300,Region III,South,TX,Texas
TX0590100,Hereford Police Department,City,DEAF SMITH,West South Central,34.940766,-102.607564,False,,TX0590100,Region III,South,TX,Texas
TX0160100,Blanco Police Department,City,BLANCO,West South Central,30.265605,-98.399977,False,06/01/2018,TX0160100,Region III,South,TX,Texas
TX0710200,El Paso Police Department,City,EL PASO,West South Central,31.75874,-106.48478,False,,TX0710200,Region III,South,TX,Texas
TX2100100,Center Police Department,City,SHELBY,West South Central,31.790137,-94.142565,True,10/01/2016,TX2100100,Region III,South,TX,Texas
TX0200900,Manvel Police Department,City,BRAZORIA,West South Central,29.167817,-95.434647,True,10/01/2017,TX0200900,Region III,South,TX,Texas
TX1701600,Oak Ridge North Police Department,City,MONTGOMERY,West South Central,30.157148,-95.43804,True,12/01/2017,TX1701600,Region III,South,TX,Texas
TX2370100,Brookshire Police Department,City,WALLER,West South Central,30.013578,-95.982102,False,,TX2370100,Region III,South,TX,Texas
TX1570700,Independent School District:,Other,MADISON,West South Central,,,False,,TX1570700,Region III,South,TX,Texas
TX1161300,West Tawakoni Police Department,City,HUNT,West South Central,32.90358,-96.050934,False,,TX1161300,Region III,South,TX,Texas
TX1013600,"San Jacinto College,",University or College,,West South Central,,,False,,TX1013600,Region III,South,TX,Texas
TX1010100,Baytown Police Department,City,CHAMBERS; HARRIS,West South Central,29.761026,-94.964,False,,TX1010100,Region III,South,TX,Texas
TX1910300,West Texas A&M University,University or College,RANDALL,West South Central,34.962529,-101.895547,False,07/01/2018,TX1910300,Region III,South,TX,Texas
TX0940300,Seguin Police Department,City,GUADALUPE,West South Central,29.571827,-97.969574,False,09/01/2018,TX0940300,Region III,South,TX,Texas
TX2500000,Wood County Sheriff's Office,County,WOOD,West South Central,32.783588,-95.382166,False,,TX2500000,Region III,South,TX,Texas
TX0150300,Castle Hills Police Department,City,BEXAR,West South Central,29.521662,-98.52122,True,04/01/2017,TX0150300,Region III,South,TX,Texas
TX1950200,Pecos Police Department,City,REEVES,West South Central,31.308366,-103.712706,False,,TX1950200,Region III,South,TX,Texas
TX1520200,Lubbock Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,True,10/01/2017,TX1520200,Region III,South,TX,Texas
TX1170000,Hutchinson County Sheriff's Office,County,HUTCHINSON,West South Central,35.837047,-101.362746,False,,TX1170000,Region III,South,TX,Texas
TX0720000,Erath County Sheriff's Office,County,ERATH,West South Central,32.212708,-98.19037,False,,TX0720000,Region III,South,TX,Texas
TX2390300,Blinn College,University or College,WASHINGTON,West South Central,30.159338,-96.40511,False,,TX2390300,Region III,South,TX,Texas
TX1590100,Stanton Police Department,City,MARTIN,West South Central,32.30983,-101.961836,False,,TX1590100,Region III,South,TX,Texas
TX0950100,Abernathy Police Department,City,LUBBOCK; HALE,West South Central,34.068436,-101.822888,False,,TX0950100,Region III,South,TX,Texas
TX1530000,Lynn County Sheriff's Office,County,LYNN,West South Central,33.178412,-101.818493,False,,TX1530000,Region III,South,TX,Texas
TX1960000,Refugio County Sheriff's Office,County,REFUGIO,West South Central,28.312716,-97.161366,False,,TX1960000,Region III,South,TX,Texas
TX0860100,Fredericksburg Police Department,City,GILLESPIE,West South Central,30.250408,-98.847885,False,,TX0860100,Region III,South,TX,Texas
TX1016900,Port of Houston Authority,Other,HARRIS,West South Central,29.857273,-95.393037,False,,TX1016900,Region III,South,TX,Texas
TX1011200,Jersey Village Police Department,City,HARRIS,West South Central,29.884201,-95.57067,False,,TX1011200,Region III,South,TX,Texas
TX1660300,Thorndale Police Department,City,WILLIAMSON; MILAM,West South Central,30.791242,-96.984395,True,07/01/2015,TX1660300,Region III,South,TX,Texas
TX2202800,Westworth Police Department,City,TARRANT,West South Central,32.755802,-97.40808,False,,TX2202800,Region III,South,TX,Texas
TX2250000,Titus County Sheriff's Office,County,TITUS,West South Central,33.214599,-94.966783,False,,TX2250000,Region III,South,TX,Texas
TX2170000,Stonewall County Sheriff's Office,County,STONEWALL,West South Central,33.17958,-100.253807,False,,TX2170000,Region III,South,TX,Texas
TX1490700,George West Police Department,City,LIVE OAK,West South Central,28.351535,-98.126961,False,,TX1490700,Region III,South,TX,Texas
TX1430200,Shiner Police Department,City,LAVACA,West South Central,29.382578,-96.923633,False,,TX1430200,Region III,South,TX,Texas
TX0240100,Falfurrias Police Department,City,BROOKS,West South Central,27.22489,-98.14326,False,,TX0240100,Region III,South,TX,Texas
TX0840500,Hitchcock Police Department,City,GALVESTON,West South Central,29.348587,-95.01899,False,,TX0840500,Region III,South,TX,Texas
TX0670100,Cisco Police Department,City,EASTLAND,West South Central,32.324645,-98.83656,False,08/01/2018,TX0670100,Region III,South,TX,Texas
TX1071700,Brownsboro,City,,West South Central,,,False,02/01/2018,TX1071700,Region III,South,TX,Texas
TX2440100,Vernon Police Department,City,WILBARGER,West South Central,34.157322,-99.28454,False,,TX2440100,Region III,South,TX,Texas
TX1250000,Jim Wells County Sheriff's Office,County,JIM WELLS,West South Central,27.753183,-98.06999,False,,TX1250000,Region III,South,TX,Texas
TX1012300,Tomball Police Department,City,HARRIS,West South Central,30.095156,-95.61668,True,04/01/2006,TX1012300,Region III,South,TX,Texas
TX1440000,Lee County Sheriff's Office,County,LEE,West South Central,30.321105,-96.976365,False,,TX1440000,Region III,South,TX,Texas
TX2490800,Runaway Bay Police Department,City,WISE,West South Central,33.174282,-97.86585,False,,TX2490800,Region III,South,TX,Texas
TX2201700,Kennedale Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2201700,Region III,South,TX,Texas
TX1090600,Whitney Police Department,City,HILL,West South Central,31.948738,-97.321304,False,,TX1090600,Region III,South,TX,Texas
TX2010100,Henderson Police Department,City,RUSK,West South Central,32.1575,-94.78392,True,11/01/2007,TX2010100,Region III,South,TX,Texas
TX0800000,Franklin County Sheriff's Office,County,FRANKLIN,West South Central,33.175846,-95.219066,False,,TX0800000,Region III,South,TX,Texas
TX1870000,Polk County Sheriff's Office,County,POLK,West South Central,30.723753,-94.932846,True,07/01/2011,TX1870000,Region III,South,TX,Texas
TX1080800,McAllen Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1080800,Region III,South,TX,Texas
TX1290500,Terrell Police Department,City,KAUFMAN,West South Central,32.598944,-96.288378,True,07/01/2014,TX1290500,Region III,South,TX,Texas
TX0570700,Coppell Police Department,City,DENTON; DALLAS,West South Central,32.97545,-96.99245,False,,TX0570700,Region III,South,TX,Texas
TX0140700,Temple Police Department,City,BELL,West South Central,31.095078,-97.33949,True,01/01/2003,TX0140700,Region III,South,TX,Texas
TX1410600,Lometa Police Department,City,LAMPASAS,West South Central,31.196731,-98.240889,False,,TX1410600,Region III,South,TX,Texas
TX0490700,Valley View Police Department,City,COOKE,West South Central,33.639169,-97.210372,False,,TX0490700,Region III,South,TX,Texas
TX2000300,Winters Police Department,City,RUNNELS,West South Central,31.955301,-99.96286,False,,TX2000300,Region III,South,TX,Texas
TX1781700,Driscoll Police Department,City,NUECES,West South Central,27.738129,-97.518441,False,,TX1781700,Region III,South,TX,Texas
TX0430400,Frisco Police Department,City,DENTON; COLLIN,West South Central,33.194745,-96.579846,True,02/01/2000,TX0430400,Region III,South,TX,Texas
TX0510000,Cottle County Sheriff's Office,County,COTTLE,West South Central,34.091906,-100.276442,False,,TX0510000,Region III,South,TX,Texas
TX1070600,Chandler,City,HENDERSON,West South Central,,,False,,TX1070600,Region III,South,TX,Texas
TX1160400,Wolfe City Police Department,City,HUNT,West South Central,33.123292,-96.084202,False,,TX1160400,Region III,South,TX,Texas
TX1700700,Roman Forest Police Department,City,MONTGOMERY,West South Central,30.178617,-95.163635,False,,TX1700700,Region III,South,TX,Texas
TX2200600,Crowley Police Department,City,JOHNSON; TARRANT,West South Central,32.77204,-97.291291,False,,TX2200600,Region III,South,TX,Texas
TX0151600,Live Oak Police Department,City,BEXAR,West South Central,29.553207,-98.33037,False,,TX0151600,Region III,South,TX,Texas
TX1720300,Omaha Police Department,City,MORRIS,West South Central,33.116466,-94.731265,False,,TX1720300,Region III,South,TX,Texas
TX2520100,Graham Police Department,City,YOUNG,West South Central,33.158787,-98.678267,True,10/01/2016,TX2520100,Region III,South,TX,Texas
TX0700600,Milford Police Department,City,ELLIS,West South Central,32.347294,-96.798231,False,,TX0700600,Region III,South,TX,Texas
TX2300200,Gilmer Police Department,City,UPSHUR,West South Central,32.735349,-94.941184,False,,TX2300200,Region III,South,TX,Texas
TX0610800,Sanger Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0610800,Region III,South,TX,Texas
TX1020100,Hallsville Police Department,City,HARRISON,West South Central,32.547991,-94.374434,False,,TX1020100,Region III,South,TX,Texas
TX1240000,Jim Hogg County Sheriff's Office,County,JIM HOGG,West South Central,27.306555,-98.67707,False,,TX1240000,Region III,South,TX,Texas
TX1521100,Ransom Canyon Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,False,,TX1521100,Region III,South,TX,Texas
TX0910700,Whitewright Police Department,City,FANNIN; GRAYSON,West South Central,33.624508,-96.675699,False,,TX0910700,Region III,South,TX,Texas
TX0710400,University of Texas: El Paso,University or College,EL PASO,West South Central,31.77857,-106.506546,False,,TX0710400,Region III,South,TX,Texas
TX0571800,Mesquite Police Department,City,KAUFMAN; DALLAS,West South Central,32.766987,-96.778424,True,11/01/2017,TX0571800,Region III,South,TX,Texas
TX1180000,Irion County Sheriff's Office,County,IRION,West South Central,31.303424,-100.981304,False,08/01/2018,TX1180000,Region III,South,TX,Texas
